,observer,date,bird.id,lower.cam.id,upper.cam.id,tree.sp,n.fruits.init,n.fruits.final,fruit.location,n.trees.collected,time.fruit.added,time.first.consumed,time.last.consumed,time.fruit.removed,time.paper1.removed,time.paper2.removed,time.paper3.removed,pile.id,n.seeds.pile,time.pile,handling.method,notes,bird.sp,mid,gpt
983.1,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,c,2,1899-12-31 11:42:00,passed,NA,gowe,1.5,64.975
1053,jb,20160726,mist10,ebl2,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:38:00,1899-12-31 07:40:00,NA,NA,NA,NA,c,2,1899-12-31 08:09:00,passed,NA,mist,1,30.98333333
1053.1,jb,20160726,mist10,ebl2,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:38:00,1899-12-31 07:40:00,NA,NA,NA,NA,c,2,1899-12-31 08:09:00,passed,NA,mist,1,30.98333333
1054,jb,20160726,mist10,ebl2,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:38:00,1899-12-31 07:40:00,NA,NA,NA,NA,u,1,1899-12-31 08:27:00,passed,NA,mist,1,48.98333333
1055,jb,20160726,mist10,ebl2,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:38:00,1899-12-31 07:40:00,NA,NA,NA,NA,u,1,1899-12-31 08:28:00,passed,NA,mist,1,49.98333333
1056,jb,20160726,mist10,ebl2,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:38:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,1,1899-12-31 08:37:00,passed,NA,mist,1,58.98333333
1057,jb,20160726,mist10,ebl2,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:38:00,1899-12-31 07:40:00,NA,NA,NA,NA,c,1,1899-12-31 08:28:00,passed,NA,mist,1,49.98333333
1058,jb,20160726,mist12,ebl3,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,n,1,1899-12-31 08:05:00,passed,NA,mist,0.5,30.99166667
1059,jb,20160726,mist12,ebl3,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,p,1,1899-12-31 08:05:00,passed,NA,mist,0.5,30.99166667
1060,jb,20160726,mist12,ebl3,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,e,1,1899-12-31 08:27:00,passed,NA,mist,0.5,52.99166667
1061,jb,20160726,mist12,ebl3,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,1,1899-12-31 08:27:00,passed,NA,mist,0.5,52.99166667
1062,jb,20160726,mist12,ebl3,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,n,1,1899-12-31 08:30:00,passed,NA,mist,0.5,55.99166667
1063,jb,20160726,mist12,ebl3,NA,eugenia p.,6,0,ladt,2,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,h,1,1899-12-31 08:31:00,passed,NA,mist,0.5,56.99166667
1075,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,4,1899-12-31 08:00:00,passed,only found 9 seeds ,mafd,0.5,29.99166667
1075.1,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,4,1899-12-31 08:00:00,passed,only found 9 seeds ,mafd,0.5,29.99166667
1075.2,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,4,1899-12-31 08:00:00,passed,only found 9 seeds ,mafd,0.5,29.99166667
1075.3,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,4,1899-12-31 08:00:00,passed,only found 9 seeds ,mafd,0.5,29.99166667
1076,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,f,1,1899-12-31 08:01:00,passed,only found 9 seeds ,mafd,0.5,30.99166667
1077,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,1,1899-12-31 08:24:00,passed,only found 9 seeds ,mafd,0.5,53.99166667
1078,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,1,1899-12-31 08:25:00,passed,only found 9 seeds ,mafd,0.5,54.99166667
1079,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,c,1,1899-12-31 08:25:00,passed,only found 9 seeds ,mafd,0.5,54.99166667
1080,jb,20160728,mafd5,ebl3,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:30:00,1899-12-31 07:31:00,NA,NA,NA,NA,e,1,1899-12-31 08:29:00,passed,only found 9 seeds ,mafd,0.5,58.99166667
1081,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,u,1,1899-12-31 08:05:00,passed,only found 8 seeds ,mist,0.5,29.99166667
1082,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,u,1,1899-12-31 08:08:00,passed,only found 8 seeds ,mist,0.5,32.99166667
1083,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,u,1,1899-12-31 08:11:00,passed,only found 8 seeds ,mist,0.5,35.99166667
1084,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,t,1,1899-12-31 08:13:00,passed,only found 8 seeds ,mist,0.5,37.99166667
1085,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,u,1,1899-12-31 08:20:00,passed,only found 8 seeds ,mist,0.5,44.99166667
1086,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,u,1,1899-12-31 08:21:00,passed,only found 8 seeds ,mist,0.5,45.99166667
1087,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,i,1,1899-12-31 08:23:00,passed,only found 8 seeds ,mist,0.5,47.99166667
1088,jb,20160728,mist12,ebl6,NA,pouteria,10,0,marpi,4,NA,1899-12-31 07:35:00,1899-12-31 07:36:00,NA,NA,NA,NA,i,1,1899-12-31 08:23:00,passed,only found 8 seeds ,mist,0.5,47.99166667
1121,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,f,2,1899-12-31 08:56:00,passed,NA,mist,1,54.98333333
1121.1,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,f,2,1899-12-31 08:56:00,passed,NA,mist,1,54.98333333
1122,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,m,1,1899-12-31 09:08:00,passed,NA,mist,1,66.98333333
1123,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,t,1,1899-12-31 09:12:00,passed,NA,mist,1,70.98333333
1124,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,i,2,1899-12-31 09:20:00,passed,NA,mist,1,78.98333333
1124.1,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,i,2,1899-12-31 09:20:00,passed,NA,mist,1,78.98333333
1125,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,h,1,1899-12-31 09:37:00,passed,NA,mist,1,95.98333333
1126,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,h,1,1899-12-31 09:45:00,passed,NA,mist,1,103.9833333
1127,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,h,1,1899-12-31 09:46:00,passed,NA,mist,1,104.9833333
1128,jb,20160801,mist12,ebl4,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:01:00,1899-12-31 08:03:00,NA,NA,NA,NA,k,1,1899-12-31 09:53:00,passed,NA,mist,1,111.9833333
1129,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,r,2,1899-12-31 08:32:00,passed,NA,mist,1,24.98333333
1129.1,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,r,2,1899-12-31 08:32:00,passed,NA,mist,1,24.98333333
1130,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,h,3,1899-12-31 08:46:00,passed,NA,mist,1,38.98333333
1130.1,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,h,3,1899-12-31 08:46:00,passed,NA,mist,1,38.98333333
1130.2,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,h,3,1899-12-31 08:46:00,passed,NA,mist,1,38.98333333
1131,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,b,1,1899-12-31 08:49:00,passed,NA,mist,1,41.98333333
1132,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,b,1,1899-12-31 08:50:00,passed,NA,mist,1,42.98333333
1133,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,b,1,1899-12-31 08:53:00,passed,NA,mist,1,45.98333333
1134,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,u,2,1899-12-31 08:57:00,passed,NA,mist,1,49.98333333
1134.1,jb,20160801,mist10,ebl5,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 08:07:00,1899-12-31 08:09:00,NA,NA,NA,NA,u,2,1899-12-31 08:57:00,passed,NA,mist,1,49.98333333
1135,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,f,4,1899-12-31 08:30:00,passed,NA,mafd,0.5,41.99166667
1135.1,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,f,4,1899-12-31 08:30:00,passed,NA,mafd,0.5,41.99166667
1135.2,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,f,4,1899-12-31 08:30:00,passed,NA,mafd,0.5,41.99166667
1135.3,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,f,4,1899-12-31 08:30:00,passed,NA,mafd,0.5,41.99166667
1136,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,b,1,1899-12-31 08:38:00,passed,NA,mafd,0.5,49.99166667
1137,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,b,1,1899-12-31 08:38:00,passed,NA,mafd,0.5,49.99166667
1138,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,h,2,1899-12-31 08:33:00,passed,NA,mafd,0.5,44.99166667
1138.1,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,h,2,1899-12-31 08:33:00,passed,NA,mafd,0.5,44.99166667
1139,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,h,2,1899-12-31 08:33:00,passed,NA,mafd,0.5,44.99166667
1139.1,jb,20160801,mafd6,ebl6,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:48:00,1899-12-31 07:49:00,NA,NA,NA,NA,h,2,1899-12-31 08:33:00,passed,NA,mafd,0.5,44.99166667
1140,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,c,2,1899-12-31 08:42:00,passed,NA,mafd,1,60.98333333
1140.1,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,c,2,1899-12-31 08:42:00,passed,NA,mafd,1,60.98333333
1141,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,h,2,1899-12-31 08:42:00,passed,NA,mafd,1,60.98333333
1141.1,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,h,2,1899-12-31 08:42:00,passed,NA,mafd,1,60.98333333
1142,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,c,2,1899-12-31 08:43:00,passed,NA,mafd,1,61.98333333
1142.1,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,c,2,1899-12-31 08:43:00,passed,NA,mafd,1,61.98333333
1143,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,h,1,1899-12-31 08:43:00,passed,NA,mafd,1,61.98333333
1144,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,i,1,1899-12-31 08:43:00,passed,NA,mafd,1,61.98333333
1145,jb,20160801,mafd5,ebl3,NA,pouteria,10,0,ladt/lao lao,4,NA,1899-12-31 07:41:00,1899-12-31 07:43:00,NA,NA,NA,NA,j,1,1899-12-31 08:48:00,passed,NA,mafd,1,66.98333333
1146,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:32:00,1899-12-31 11:34:00,NA,NA,NA,NA,f,2,1899-12-31 12:00:00,passed,camera stopped visual observation ,gowe,1,27.98333333
1146.1,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:32:00,1899-12-31 11:34:00,NA,NA,NA,NA,f,2,1899-12-31 12:00:00,passed,camera stopped visual observation ,gowe,1,27.98333333
1147,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:32:00,1899-12-31 11:34:00,NA,NA,NA,NA,a,2,1899-12-31 12:08:00,passed,camera stopped visual observation ,gowe,1,35.98333333
1147.1,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:32:00,1899-12-31 11:34:00,NA,NA,NA,NA,a,2,1899-12-31 12:08:00,passed,camera stopped visual observation ,gowe,1,35.98333333
1148,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:32:00,1899-12-31 11:34:00,NA,NA,NA,NA,e,1,1899-12-31 12:13:00,passed,camera stopped visual observation ,gowe,1,40.98333333
1149,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:32:00,1899-12-31 11:34:00,NA,NA,NA,NA,off,1,1899-12-31 12:32:00,passed,camera stopped visual observation ,gowe,1,59.98333333
1150,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:21:00,1899-12-31 11:23:00,NA,NA,NA,NA,a1,2,1899-12-31 11:56:00,passed,not on camera visual obs,gowe,1,34.98333333
1150.1,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:21:00,1899-12-31 11:23:00,NA,NA,NA,NA,a1,2,1899-12-31 11:56:00,passed,not on camera visual obs,gowe,1,34.98333333
1151,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/lao lao,4,NA,1899-12-31 11:21:00,1899-12-31 11:23:00,NA,NA,NA,NA,o1,1,1899-12-31 11:58:00,passed,NA,gowe,1,36.98333333
1152,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 11:21:00,1899-12-31 11:23:00,NA,NA,NA,NA,n,3,1899-12-31 11:53:00,passed,NA,gowe,1,31.98333333
1152.1,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 11:21:00,1899-12-31 11:23:00,NA,NA,NA,NA,n,3,1899-12-31 11:53:00,passed,NA,gowe,1,31.98333333
1152.2,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 11:21:00,1899-12-31 11:23:00,NA,NA,NA,NA,n,3,1899-12-31 11:53:00,passed,NA,gowe,1,31.98333333
1153,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:26:00,1899-12-31 10:27:00,NA,NA,NA,NA,h,2,1899-12-31 10:38:00,passed,NA,gowe,0.5,11.99166667
1153.1,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:26:00,1899-12-31 10:27:00,NA,NA,NA,NA,h,2,1899-12-31 10:38:00,passed,NA,gowe,0.5,11.99166667
1154,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:26:00,1899-12-31 10:27:00,NA,NA,NA,NA,a,2,1899-12-31 10:57:00,passed,NA,gowe,0.5,30.99166667
1154.1,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:26:00,1899-12-31 10:27:00,NA,NA,NA,NA,a,2,1899-12-31 10:57:00,passed,NA,gowe,0.5,30.99166667
1155,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:26:00,1899-12-31 10:27:00,NA,NA,NA,NA,off,2,1899-12-31 11:03:00,passed,NA,gowe,0.5,36.99166667
1155.1,jb,20160801,gowe2,ebl6,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:26:00,1899-12-31 10:27:00,NA,NA,NA,NA,off,2,1899-12-31 11:03:00,passed,NA,gowe,0.5,36.99166667
1156,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:19:00,1899-12-31 10:22:00,NA,NA,NA,NA,g,2,1899-12-31 10:50:00,passed,NA,gowe,1.5,30.975
1156.1,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:19:00,1899-12-31 10:22:00,NA,NA,NA,NA,g,2,1899-12-31 10:50:00,passed,NA,gowe,1.5,30.975
1157,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:19:00,1899-12-31 10:22:00,NA,NA,NA,NA,h,1,1899-12-31 10:53:00,passed,NA,gowe,1.5,33.975
1158,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:19:00,1899-12-31 10:22:00,NA,NA,NA,NA,h,1,1899-12-31 10:53:00,passed,NA,gowe,1.5,33.975
1159,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:19:00,1899-12-31 10:22:00,NA,NA,NA,NA,g,2,1899-12-31 10:50:00,passed,NA,gowe,1.5,30.975
1159.1,jb,20160801,gowe3,ebl3,NA,pouteria,6,0,ladt/ lao lao,4,NA,1899-12-31 10:19:00,1899-12-31 10:22:00,NA,NA,NA,NA,g,2,1899-12-31 10:50:00,passed,NA,gowe,1.5,30.975
1176,jb/er,20160802,gowe2,ebl6,NA,pouteria,6,0,ladt,5,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,k,2,1899-12-31 09:10:00,passed,NA,gowe,1,26.98333333
1176.1,jb/er,20160802,gowe2,ebl6,NA,pouteria,6,0,ladt,5,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,k,2,1899-12-31 09:10:00,passed,NA,gowe,1,26.98333333
1177,jb/er,20160802,gowe2,ebl6,NA,pouteria,6,0,ladt,5,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,d,2,1899-12-31 09:22:00,passed,NA,gowe,1,38.98333333
1177.1,jb/er,20160802,gowe2,ebl6,NA,pouteria,6,0,ladt,5,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,d,2,1899-12-31 09:22:00,passed,NA,gowe,1,38.98333333
1178,jb/er,20160802,gowe2,ebl6,NA,pouteria,6,0,ladt,5,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,l,2,1899-12-31 09:04:00,passed,NA,gowe,1,20.98333333
1178.1,jb/er,20160802,gowe2,ebl6,NA,pouteria,6,0,ladt,5,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,l,2,1899-12-31 09:04:00,passed,NA,gowe,1,20.98333333
34,jb,20160113,mafd3,ebl2,ebl1,ficus p.,0.5 wf,0,forbi,1,1899-12-31 07:35:00,1899-12-31 09:03:00,1899-12-31 09:03:00,1899-12-31 09:04:00,NA,NA,NA,h,>30,1899-12-31 10:03:00,passed,1 hour ,mafd,0,60
35,jb,20160113,mafd3,ebl2,ebl1,ficus p.,0.5 wf,0,forbi,1,1899-12-31 07:35:00,1899-12-31 09:03:00,1899-12-31 09:03:00,1899-12-31 09:04:00,NA,NA,NA,h,>30,1899-12-31 10:12:00,passed,1 hour 9 min,mafd,0,69
36,jb,20160113,mafd3,ebl2,ebl1,ficus p.,0.5 wf,0,forbi,1,1899-12-31 07:35:00,1899-12-31 09:03:00,1899-12-31 09:03:00,1899-12-31 09:04:00,NA,NA,NA,w,>10,1899-12-31 10:17:00,passed,1 hour 14 min,mafd,0,74
37,jb,20160113,mafd3,ebl2,ebl1,ficus p.,0.5 wf,0,forbi,1,1899-12-31 07:35:00,1899-12-31 09:03:00,1899-12-31 09:03:00,1899-12-31 09:04:00,NA,NA,NA,w/t,>10,1899-12-31 10:22:00,passed,1 hour 19 min,mafd,0,79
38,jb,20160113,mafd3,ebl2,ebl1,ficus p.,0.5 wf,0,forbi,1,1899-12-31 07:35:00,1899-12-31 09:03:00,1899-12-31 09:03:00,1899-12-31 09:04:00,NA,NA,NA,w/t,>10,1899-12-31 10:28:00,passed,1 hour 25 min,mafd,0,85
15,jb,20160114,mafd3,ebl2,ebl1,aidia,6,4,marpi,5,1899-12-31 07:29:00,1899-12-31 07:30:00,1899-12-31 07:30:00,1899-12-31 07:45:00,NA,NA,NA,w,7,1899-12-31 08:23:00,passed,hard to tell how many seeds in each fecal since they are on top of one another (pile w/t),mafd,0,53
40,jb,20160114,mafd3,ebl2,ebl1,aidia,6,4,marpi,5,1899-12-31 07:29:00,1899-12-31 07:30:00,1899-12-31 07:30:00,1899-12-31 07:45:00,NA,NA,NA,w/t,8,1899-12-31 08:31:00,passed,hard to tell how many seeds in each fecal since they are on top of one another (pile w/t),mafd,0,61
41,jb,20160114,mafd3,ebl2,ebl1,aidia,6,4,marpi,5,1899-12-31 07:29:00,1899-12-31 07:30:00,1899-12-31 07:30:00,1899-12-31 07:45:00,NA,NA,NA,t,11,1899-12-31 08:35:00,passed,hard to tell how many seeds in each fecal since they are on top of one another (pile w/t),mafd,0,65
42,jb,20160114,mafd3,ebl2,ebl1,aidia,6,4,marpi,5,1899-12-31 07:29:00,1899-12-31 07:30:00,1899-12-31 07:30:00,1899-12-31 07:45:00,NA,NA,NA,w/t,6,1899-12-31 08:40:00,passed,hard to tell how many seeds in each fecal since they are on top of one another (pile w/t),mafd,0,70
28.1,jb,20160128,mafd3,ebl2,ebl1,aidia,3,3,marpi,3,1899-12-31 07:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mafd,NA,NA
53,jb,20160202,mafd3,ebl2,ebl1,aidia,5,5,marpi,6,1899-12-31 07:36:00,NA,NA,1899-12-31 10:21:00,NA,NA,NA,NA,NA,NA,NA,NA,mafd,NA,NA
54,jb,20160205,mafd3,ebl2,NA,aidia,4,0,marpi,6,NA,1899-12-31 07:37:00,1899-12-31 07:37:00,NA,NA,NA,NA,t,9,1899-12-31 08:13:00,passed,camera not working for time stamp. 3:06am = 7:16am. ,mafd,0,36
55,jb,20160205,mafd3,ebl2,NA,aidia,4,0,marpi,6,NA,1899-12-31 07:37:00,1899-12-31 07:37:00,NA,NA,NA,NA,t,9,1899-12-31 08:43:00,passed,camera not working for time stamp. 3:06am = 7:16am. ,mafd,0,66
56,jb,20160205,mafd3,ebl2,NA,aidia,4,0,marpi,6,NA,1899-12-31 07:37:00,1899-12-31 07:37:00,NA,NA,NA,NA,p,18,1899-12-31 09:03:00,passed,camera not working for time stamp. 3:06am = 7:16am. ,mafd,0,86
